Date,Year,Aircraft,Crash location,Total fatalities,Primary Weather,Matched Keywords,Circumstances
1921-05-28,1921,Curtiss Eagle,Morgantown Maryland,7,Snow/Ice,"ice, storm, thunder","The ambulance airplane of the 1st Provisional Air Brigade, crashed during a severe thunderstorm attempting to land at Morgantown, Maryland, while returning to Bolling Field, District of Columbia, from Langley Field, Virginia. The pilot, 1st Lt. Stanley M. Ames, and six passengers were killed. Four of the six were Air Service officers and an enlisted man. Two United States congressmen had chosen not to make the flight because of airsickness on the flight from Washington to Langley."
1921-05-31,1921,Avro 504,Camp Borden Ontario,0,Rain,rain,The crew was completing a training flight in Camp Borden. The airplane crashed in unknown circumstances and was damaged beyond repair. Both crew members escaped with minor injuries.
1921-06-08,1921,Blériot Spad 27,Dieppe Seine-Maritime,0,Fog/Cloud,"fog, visibility","The pilot, sole on board, was completing a mail flight from Paris-Le Bourget to Croydon. While flying in the region of Dieppe, he encountered low visibility due to foggy conditions. At a too low altitude, the airplane impacted trees with one of its wings, stalled and crashed in the Arques forest. While the pilot was seriously injured, the aircraft was destroyed."
1921-07-06,1921,FVM S.18,Malmen AFB (Linköping) Östergötland,2,Rain,rain,"The crew was conducting a local training flight at Malmen AFB. While circling in the vicinity of the airbase, the aircraft collided with a Swedish Air Force Phönix C.1 Dront Ö4 registered 116. While the crew of the Phönix was able to make an emergency landing and was uninjured, the FVM S.18 entered a dive and crashed, killing its both occupants."
1921-08-21,1921,Junkers-Larsen JL-6 (Junkers F.13),Fort Simpson Northwest Territories,0,Snow/Ice,snow,"The crew was engaged in a prospect mission from Edmonton, Alberta, to Norman Wells, Northwest Territories, with intermediate stops in Peace River, Fort Vermilion, Hay River, Fort Providence and Fort Simpson. Following an uneventful flight, the crew prepared for landing in Fort Simpson. On approach to a snowy field, the aircraft hit the ground and nosed down. The right ski was torn off and the propeller broke off. Reparation were made on site and the aircraft could takeoff again. But shortly after departure, the engine lost power and the aircraft stalled and crashed on ground. The aircraft was damaged beyond repair."
1921-08-26,1921,Farman F.60 Goliath,Calais Pas-de-Calais,2,Snow/Ice,ice,"The aircraft was on its way from Croydon to Brussels-Haren Airport, a daily mail service, with a crew of two on board. While overflying The Channel, the aircraft caught fire and crashed in the sea some 6 km off Calais, France. The crew of a tug-boat named 'Champion' arrived on the scene but found only some debris floating on water and no trace of both crew members who were later considered as deceased. Crew: Lt Paul Delsenne, pilot Raymond Rijckers, mechanic. French pilot Delsenne was a freelance in the Belgian aviation since July 1920 and this was his last official flight as he should join the Armée de l'Air in Châteauroux on 01SEP1921. On his side, Raymond Rijckers was a young mechanic aged 21 and should obtain his pilot licence in a short time."
1921-09-03,1921,Thomas-Morse MB-2,Poe West Virginia,5,Storm/Wind,"storm, thunder","The aircraft was on its way from Charleston to Langley AFB with two other airplanes. En route, they ran into a thunderstorm and a few minutes later, one machine fell. Another continued on and landed at Seebert, about a hundred miles east, while the third aircraft returned and landed on another place. The aircraft was seen to go into a spin and crashed into the ground. One of the other machines flew low, located the scene of the accident and found the bomber in flames, with its tail pointing upward. All five occupants were killed. Crew: Lt Harry Speck, pilot, Lt William Fitzpatrick, copilot. Passengers: Sgt Arthur Brown, Cpl Alexander Hazleton, Walter Howard."
1921-09-17,1921,Breguet 14,Croydon Surrey,0,Storm/Wind,wind,"Following an unventful mail flight from Paris-Le Bourget, the pilot was approaching Croydon Airfield when he encountere strong winds and lost control of the airplane that crashed in Wallingont, west of the aerodrome. The aircraft was damaged beyond repair and the pilot Rousselin escaped with minor injuries."
1921-10-03,1921,Vickers FB.27 Vimy Commercial,Manston Kent,5,Rain,"rain, wind","The crew departed Manston on a local training flight. Shortly after takeoff, while climbing to a height of 200 feet, the pilot initiated a turn when the aircraft stalled and crashed, bursting into flames. The aircraft was totally destroyed and all five occupants were killed. The loss of control occurred during initial climb in strong winds. Crew: F/O Leslie Wallis Beal, AC1 Terence Curtis, AC2 Robert J. Reeves, AC2 Albert Arthur Revell, AC2 Walter Edward Thrupp."
1921-10-26,1921,Fokker F3,Waalhaven (Rotterdam) South Holland,0,Fog/Cloud,fog,"The pilot was performing a night mail flight from Rotterdam to Croydon. While flying over The Channel, the pilot encountered foggy conditions and decided to return to Rotterdam. On approach to Waalhaven, the aircraft impacted ground and came to rest. The pilot was uninjured and the aircraft was damaged beyond repair. It was rebuilt with another MSN 1530 and registration H-NABR."
1921-11-30,1921,De Havilland DH.4,Fort Sill-Henry Post Field AFB Oklahoma,2,Rain,rain,"While completing a local training mission at Fort Sill-Henry Post Field, the single engine airplane collided with a second USAAS DH.4B registered AS-63033. Both aircraft were destroyed and all four crew members were killed."
1921-11-30,1921,De Havilland DH.4,Fort Sill-Henry Post Field AFB Oklahoma,2,Rain,rain,"While completing a local training mission at Fort Sill-Henry Post Field, the single engine airplane collided with a second USAAS DH.4B registered AS-63604. Both aircraft were destroyed and all four crew members were killed."
1921-12-08,1921,Avro 504,Abu Sueir Ismailia,0,Rain,rain,"The pilot, sole on board, was completing a local training flight at RAF Abu Sueir. While flying at low height in the vicinity of the airfield, the engine failed. The aircraft crashed and was damaged beyond repair. The pilot was slightly injured."
1921-12-12,1921,Avro 504,Cranwell AFB Lincolnshire,0,Rain,rain,"The crew was completing a local training mission at RAF Cranwell. On final approach, at low height, the single engine airplane stalled and crashed. Both pilots were injured."
1921-12-12,1921,Avro 504,Potterhanworth Lincolnshire,0,Rain,rain,"The crew was completing a training mission out from RAF Cranwell. En route, the pilot lost his orientation then control of the airplane that dove into the ground. Crew fate unknown."
1921-12-30,1921,Handley Page H.P.11,Berck-sur-Mer Pas-de-Calais,0,Snow/Ice,ice,"The airplane departed Paris-Le Bourget Airport at 1120LT on a regular schedule service to Croydon. En route, one of the engine overheated. The crew reduced his altitude and attempted an emergency landing in Berck-sur-Mer. There were no casualties and the aircraft was damaged beyond repair."
1922-01-13,1922,De Havilland DH.9,Hinaidi AFB Baghdad (<U+0628><U+063A><U+062F><U+0627><U+062F>),1,Rain,rain,"The crew was completing a local training flight at RAF Hinaidi. While flying at an altitude of 3,000 feet, the airplane collided with a second RAF DH.9A registered E8474. Both aircraft entered a dive and crashed near the airbase. One pilot on board H102 survived while all three other crew members were killed."
1922-01-13,1922,De Havilland DH.9,Hinaidi AFB Baghdad (<U+0628><U+063A><U+062F><U+0627><U+062F>),2,Rain,rain,"The crew was completing a local training flight at RAF Hinaidi. While flying at an altitude of 3,000 feet, the airplane collided with a second RAF DH.9A registered H102. Both aircraft entered a dive and crashed near the airbase. One pilot on board H102 survived while all three other crew members were killed."
1922-01-14,1922,Handley Page H.P.11,Senlis Oise,0,Fog/Cloud,"fog, cloud, visibility","En route from Croydon to Paris, the crew encountered poor weather conditions and decided to land at Beauvais Airport. The crew called Paris Airport and was advised that the weather had improved slightly, so he decided to take off and proceed to Paris. While approaching Paris, the crew encountered poor visibility due to fog and low clouds. He descended too early and too low when the aircraft impacted ground and crashed in an open field located in Senlis, some 30 km northeast of Le Bourget Airport. The aircraft came to rest almost vertically on its nose. All three passengers escaped unhurt and both crew members were injured. Crew: Cpt R. H. McIntosh, Wireless operator S. A. Freddy Dismore."
1922-01-16,1922,Avro 504,El Bosque AFB (Santiago de Chile) Región Metropolitana de Santiago,1,Rain,rain,"The pilot, sole on board, was completing a local training flight at El Bosque AFB. The aircraft crashed in unknown circumstances and the pilot was killed."
1922-02-08,1922,Avro 504,Farnborough Hampshire,1,Rain,rain,"The crew departed Farnborough for a training mission. During initial climb, the airplane impacted trees and crashed. A pilot was killed on the second was injured. Crew: F/Lt Robert Charles Jenkins, † F/O Allan Hesketh."
1922-03-01,1922,Avro 504,Sealand AFB (Shotwick AFB) Flintshire,1,Rain,rain,"The pilot, sole on board, was completing a local training flight at RAF Shotwick (later called RAF Sealand). On final approach, the single engine airplane stalled and crashed, killing the pilot F/O Denis Arthur Mullan."
1922-03-06,1922,Avro 504,Barmouth Merionethshire,1,Rain,rain,"The pilot, sole on board, departed RAF Shotwick on a training flight. The airplane failed to return and is presumed to have crashed in the Irish Sea off Barmouth. No trace of the aircraft nor the pilot F/O Brian Holding was found."
1922-03-15,1922,Vickers Valentia,Hastings East Sussex,0,Rain,rain,"The seaplane departed Cowes, Isle of Wight, on a delivery flight to the Isle of Grain, carrying three crew members. En route, the aircraft crashed in the sea off St Leonards-on-Sea, near Hastings. All three crew members were rescued while the aircraft was damaged beyond repair."
1922-03-23,1922,De Havilland DH.10 Amiens,Manston Kent,1,Rain,rain,"The crew departed Manston Airport on a local training flight. Just after liftoff, while in initial climb, the aircraft stalled and crashed. A crew member was killed and the second was injured. Crew: F/O Denys Newson Dickson, † LAC Joseph McCausland."
1922-03-28,1922,De Havilland DH.9,Spitalgate AFB Lincolnshire,2,Rain,rain,"The crew departed RAF Spitalgate on a training mission. Shortly after takeoff, the aircraft stalled, entered a dive and crashed, killing both pilots. Crew: F/O Charles Willie Bragg, LAC Walter Wren."
